0,ardor,Ardor,ARDR,31,1.44478,0.00011296,88592300.0,1443334490.0,998999495.0,998999495.0,998999495.0,0.52,5.03,-28.89,1516480150,2018-01-20 20:32:05
0,steem,Steem,STEEM,32,5.42729,0.00042435,145218000.0,1343259516.0,247500966.0,264475060.0,NULL,-1.19,16.03,-11.33,1516480149,2018-01-20 20:32:05
0,status,Status,SNT,33,0.343438,0.00002685,324948000.0,1191896011.0,3470483788.0,6804870174.0,NULL,-0.87,6.27,-26.64,1516480156,2018-01-20 20:32:05
0,bitshares,BitShares,BTS,34,0.457129,0.00003574,56257400.0,1191854157.0,2607260000.0,2607260000.0,3600570502.0,2.29,24.18,-26.35,1516480144,2018-01-20 20:32:05
0,augur,Augur,REP,35,98.3367,0.00768871,56750100.0,1081703700.0,11000000.0,11000000.0,NULL,0.77,26.59,-5.8,1516480147,2018-01-20 20:32:05
0,kucoin-shares,KuCoin Shares,KCS,36,11.7264,0.00091686,9867210.0,1067607526.0,91043076.0,181043076.0,NULL,1.82,24.53,-32.18,1516480161,2018-01-20 20:32:05
0,maker,Maker,MKR,37,1693.48,0.132409,1206780.0,1046956364.0,618228.0,1000000.0,NULL,-1.56,8.48,18.55,1516480152,2018-01-20 20:32:05
0,0x,0x,ZRX,38,1.98936,0.00015554,21741900.0,990256660.0,497776501.0,1000000000.0,NULL,-0.41,13.35,-16.48,1516480157,2018-01-20 20:32:05
0,waves,Waves,WAVES,39,9.70033,0.00075845,50930400.0,970033000.0,100000000.0,100000000.0,NULL,-0.46,12.58,-17.9,1516480148,2018-01-20 20:32:05
0,dogecoin,Dogecoin,DOGE,40,0.00845425,6.6E-7,23533700.0,954094339.0,112853811878,112853811878,NULL,-0.83,8.17,-34.61,1516480141,2018-01-20 20:32:05
0,electroneum,Electroneum,ETN,41,0.151613,0.00001185,12437600.0,895252258.0,5904851548.0,5904851548.0,21000000000.0,-0.8,12.37,-14.13,1516480161,2018-01-20 20:32:05
0,veritaseum,Veritaseum,VERI,42,426.253,0.0333277,1746860.0,868126229.0,2036645.0,100000000.0,NULL,-3.95,5.52,-3.77,1516480155,2018-01-20 20:32:05
0,komodo,Komodo,KMD,43,8.16624,0.0006385,46394400.0,838253253.0,102648618.0,102648618.0,NULL,0.34,21.54,-9.0,1516480152,2018-01-20 20:32:05
0,decred,Decred,DCR,44,116.45,0.00910497,2801420.0,768047078.0,6595509.0,7015509.0,21000000.0,0.76,13.26,-4.94,1516480147,2018-01-20 20:32:05
0,loopring,Loopring,LRC,45,1.34115,0.00010486,35167300.0,752609679.0,561167415.0,1374956859.0,NULL,-2.86,24.85,5.62,1516480158,2018-01-20 20:32:05
0,dragonchain,Dragonchain,DRGN,46,3.05431,0.00023881,5053210.0,728214516.0,238421940.0,433494437.0,NULL,1.25,2.87,-24.53,1516480164,2018-01-20 20:32:05
0,ark,Ark,ARK,47,7.29415,0.00057031,18881500.0,714690183.0,97981284.0,131264724.0,NULL,-0.13,14.73,-18.34,1516480153,2018-01-20 20:32:05
0,dentacoin,Dentacoin,DCN,48,0.00218694,1.7E-7,1697260.0,711171490.0,325190215376,1841395638392,8000000000000,-3.03,-7.44,-44.51,1516480158,2018-01-20 20:32:05
0,salt,SALT,SALT,49,9.57755,0.00074885,22089600.0,681019548.0,71105820.0,120000000.0,NULL,-1.34,16.44,-19.92,1516480159,2018-01-20 20:32:05
0,digibyte,DigiByte,DGB,50,0.068648,0.00000537,15870300.0,667615432.0,9725198584.0,9725198584.0,21000000000.0,0.63,12.99,-32.51,1516480141,2018-01-20 20:32:05
0,walton,Walton,WTC,51,26.8099,0.0020962,47423900.0,667517662.0,24898178.0,70000000.0,100000000.0,-2.27,22.53,-7.84,1516480158,2018-01-20 20:32:05
0,basic-attention-token,Basic Attention Token,BAT,52,0.665664,0.00005205,15132000.0,665664000.0,1000000000.0,1500000000.0,NULL,-0.75,11.86,-13.13,1516480154,2018-01-20 20:32:05
0,qash,QASH,QASH,53,1.8523,0.00014483,9415240.0,648305000.0,350000000.0,1000000000.0,NULL,-1.52,11.13,-20.37,1516480163,2018-01-20 20:32:05
0,golem-network-tokens,Golem,GNT,54,0.747202,0.00005842,13427500.0,623362235.0,834262000.0,1000000000.0,NULL,-0.15,9.6,-22.65,1516480151,2018-01-20 20:32:05
0,smartcash,SmartCash,SMART,55,1.01291,0.00007920,1194070.0,619728777.0,611830051.0,1212874330.0,5000000000.0,10.26,-0.01,-59.33,1516480156,2018-01-20 20:32:05
0,hshare,Hshare,HSR,56,14.562,0.00113857,118525000.0,619202475.0,42521802.0,42521802.0,84000000.0,-1.26,12.11,-25.08,1516480157,2018-01-20 20:32:05
0,kyber-network,Kyber Network,KNC,57,4.47871,0.00035018,37326200.0,600741451.0,134132697.0,215625349.0,NULL,0.11,12.04,-1.08,1516480159,2018-01-20 20:32:05
0,byteball,Byteball Bytes,GBYTE,58,897.57,0.0701789,1011690.0,579131958.0,645222.0,1000000.0,NULL,-0.28,9.28,-21.68,1516480151,2018-01-20 20:32:05
0,gas,Gas,GAS,59,60.4476,0.00472625,14778900.0,577334230.0,9550987.0,14701952.0,100000000.0,0.35,10.0,2.65,1516480156,2018-01-20 20:32:05
0,wax,WAX,WAX,60,1.16073,0.00009076,2377790.0,572187120.0,492954537.0,1850000000.0,NULL,-2.24,-4.29,-28.47,1516480164,2018-01-20 20:32:05
0,pivx,PIVX,PIVX,61,10.0477,0.00078561,9422260.0,556627092.0,55398459.0,55398459.0,NULL,1.17,9.53,-21.26,1516480147,2018-01-20 20:32:05
0,ethos,Ethos,ETHOS,62,7.22518,0.00056492,4594530.0,544815343.0,75405089.0,222295208.0,NULL,-0.55,7.47,-9.74,1516480157,2018-01-20 20:32:05
0,funfair,FunFair,FUN,63,0.122707,0.00000959,22571300.0,542252735.0,4419085589.0,10999873621.0,NULL,-0.62,2.94,-11.27,1516480156,2018-01-20 20:32:05
0,aion,Aion,AION,64,6.61401,0.00051713,12888200.0,515584725.0,77953424.0,465934587.0,NULL,0.29,20.44,-17.18,1516480160,2018-01-20 20:32:05
0,factom,Factom,FCT,65,58.3916,0.0045655,17583000.0,510640498.0,8745102.0,8745102.0,NULL,-0.66,14.55,-6.26,1516480147,2018-01-20 20:32:05
0,dent,Dent,DENT,66,0.0480308,0.00000376,15321500.0,509835461.0,10614760961.0,100000000000,NULL,3.26,7.66,-25.35,1516480157,2018-01-20 20:32:05
0,zclassic,ZClassic,ZCL,67,162.362,0.0126947,13080900.0,509092140.0,3135538.0,3135538.0,21000000.0,-1.46,6.44,-23.54,1516480151,2018-01-20 20:32:05
0,rchain,RChain,RHOC,68,2.04548,0.00015993,890965.0,499180502.0,244040764.0,870663574.0,1000000000.0,-1.84,8.87,-23.92,1516480160,2018-01-20 20:32:05
0,aelf,aelf,ELF,69,1.96822,0.00015389,54629800.0,492055000.0,250000000.0,260000000.0,NULL,-1.38,23.45,9.08,1516480165,2018-01-20 20:32:05
0,monacoin,MonaCoin,MONA,70,8.2395,0.00064423,38010500.0,468452652.0,56854500.0,56854500.0,NULL,-2.39,33.2,2.67,1516480142,2018-01-20 20:32:05
0,power-ledger,Power Ledger,POWR,71,1.28554,0.00010051,79746700.0,463593493.0,360621601.0,1000000000.0,NULL,-0.36,11.18,-16.06,1516480163,2018-01-20 20:32:05
0,kin,Kin,KIN,72,0.000583055,5E-8,1093420.0,440846463.0,756097560976,10000000000000,NULL,-1.73,11.51,-17.46,1516480159,2018-01-20 20:32:05
0,bytom,Bytom,BTM,73,0.441118,0.00003449,24219200.0,435383466.0,987000000.0,1407000000.0,NULL,-0.87,18.79,-34.68,1516480158,2018-01-20 20:32:05
0,digixdao,DigixDAO,DGD,74,211.495,0.0165363,4770760.0,422990000.0,2000000.0,2000000.0,NULL,-0.69,18.18,-7.47,1516480149,2018-01-20 20:32:05
0,aeternity,Aeternity,AE,75,1.80442,0.00014108,2192110.0,420466800.0,233020472.0,273685830.0,NULL,-1.59,21.47,-20.83,1516480154,2018-01-20 20:32:05
0,nebulas-token,Nebulas,NAS,76,11.7668,0.00092002,16393100.0,417721400.0,35500000.0,100000000.0,100000000.0,-4.81,41.51,-2.97,1516480158,2018-01-20 20:32:05
0,syscoin,Syscoin,SYS,77,0.779521,0.00006095,6678930.0,413443532.0,530381519.0,530381519.0,888000000.0,1.42,21.93,-16.37,1516480143,2018-01-20 20:32:05
0,reddcoin,ReddCoin,RDD,78,0.0142095,0.00000111,7744900.0,408156490.0,28724197888.0,28724197888.0,NULL,-1.78,3.56,-32.1,1516480142,2018-01-20 20:32:05
0,enigma-project,Enigma,ENG,79,5.34047,0.00041756,11869100.0,399660327.0,74836171.0,150000000.0,NULL,-0.73,7.65,-18.36,1516480160,2018-01-20 20:32:05
0,request-network,Request Network,REQ,80,0.600274,0.00004693,22030200.0,384802607.0,641044935.0,999999999.0,NULL,-1.36,5.69,-18.67,1516480161,2018-01-20 20:32:05
0,neblio,Neblio,NEBL,81,29.9434,0.0023412,14323300.0,381486206.0,12740243.0,13483387.0,NULL,-0.37,12.95,-4.07,1516480158,2018-01-20 20:32:05
0,experience-points,Experience Points,XP,82,0.00180137,1.4E-7,155484.0,380972783.0,211490578164,246522346029,NULL,-5.34,12.89,-29.32,1516480150,2018-01-20 20:32:05
0,medibloc,MediBloc,MED,83,0.127267,0.00000995,14180400.0,377522805.0,2966384100.0,4097545844.0,10000000000.0,0.16,-6.13,-34.61,1516480164,2018-01-20 20:32:05
0,chainlink,ChainLink,LINK,84,1.04212,0.00008148,9781040.0,364742000.0,350000000.0,1000000000.0,NULL,0.56,28.71,-6.72,1516480159,2018-01-20 20:32:05
0,nexus,Nexus,NXS,85,6.61524,0.00051723,1775050.0,364679793.0,55127220.0,55127220.0,NULL,-0.36,2.77,-28.79,1516480145,2018-01-20 20:32:05
0,emercoin,Emercoin,EMC,86,8.67491,0.00067827,3819240.0,357537119.0,41215081.0,41215081.0,NULL,-0.56,9.52,-6.49,1516480143,2018-01-20 20:32:05
0,gxshares,GXShares,GXS,87,5.9503,0.00046524,11433100.0,357018000.0,60000000.0,100000000.0,100000000.0,-0.69,6.78,-39.08,1516480156,2018-01-20 20:32:05
0,maidsafecoin,MaidSafeCoin,MAID,88,0.786877,0.00006152,4958240.0,356103084.0,452552412.0,452552412.0,NULL,-1.26,8.73,-27.22,1516480143,2018-01-20 20:32:05
0,nxt,Nxt,NXT,89,0.352647,0.00002757,17577400.0,352294332.0,998999942.0,998999942.0,1000000000.0,-0.92,11.91,-22.41,1516480141,2018-01-20 20:32:05
